label,timestamp,browDown_L,browDown_R,browInnerUp,browOuterUp_L,browOuterUp_R,cheekPuff,cheekSquint_L,cheekSquint_R,eyeBlink_L,eyeBlink_R,eyeLookDown_L,eyeLookDown_R,eyeLookIn_L,eyeLookIn_R,eyeLookOut_L,eyeLookOut_R,eyeLookUp_L,eyeLookUp_R,eyeSquint_L,eyeSquint_R,eyeWide_L,eyeWide_R,jawForward,jawLeft,jawOpen,jawRight,mouthClose,mouthDimple_L,mouthDimple_R,mouthFrown_L,mouthFrown_R,mouthFunnel,mouthLeft,mouthLowerDown_L,mouthLowerDown_R,mouthPress_L,mouthPress_R,mouthPucker,mouthRight,mouthRollLower,mouthRollUpper,mouthShrugLower,mouthShrugUpper,mouthSmile_L,mouthSmile_R,mouthStretch_L,mouthStretch_R,mouthUpperUp_L,mouthUpperUp_R,noseSneer_L,noseSneer_R,tongueOut
tongueOut,1783253736.045176,0.0771,0.2202,0.1161,0.0000,0.0000,0.0306,0.1305,0.1222,0.3346,0.3318,0.6316,0.6209,0.0000,0.5799,0.4884,0.0000,0.0000,0.0000,0.1151,0.3003,0.0000,0.0000,0.2966,0.1971,0.4084,0.0000,0.0357,0.1544,0.1817,0.0000,0.0000,0.0441,0.1186,0.8046,0.7115,0.1656,0.1713,0.0489,0.0000,0.0309,0.0133,0.1058,0.1012,0.8348,0.8176,0.6097,0.6711,0.5755,0.3891,0.2872,0.2101,0.8450
tongueOut,1783253736.19516,0.0393,0.0908,0.1537,0.0000,0.0000,0.0356,0.1889,0.1866,0.2775,0.2764,0.6080,0.5970,0.0000,0.6271,0.5389,0.0000,0.0000,0.0000,0.0891,0.5205,0.0000,0.0000,0.2911,0.2282,0.2643,0.0000,0.0339,0.1313,0.1721,0.0000,0.0000,0.0441,0.1687,0.8123,0.6941,0.1858,0.1886,0.0455,0.0000,0.0306,0.0115,0.1285,0.1331,0.8802,0.8501,0.5184,0.5908,0.6727,0.4210,0.2853,0.2392,0.0584
tongueOut,1783253736.3615952,0.0325,0.1109,0.1581,0.0000,0.0000,0.0444,0.2038,0.1942,0.2288,0.2200,0.5836,0.5726,0.0000,0.6602,0.5744,0.0000,0.0000,0.0000,0.0557,0.6817,0.0000,0.0000,0.3440,0.2617,0.4092,0.0000,0.0314,0.1206,0.1691,0.0000,0.0000,0.0457,0.1860,0.8251,0.7029,0.1965,0.2028,0.0444,0.0000,0.0311,0.0102,0.1272,0.1329,0.8957,0.8659,0.5549,0.6512,0.6573,0.3766,0.2701,0.2331,0.0239
tongueOut,1783253736.511585,0.0000,0.0000,0.3753,0.2938,0.2949,0.0279,0.1488,0.1315,0.2465,0.2464,0.6210,0.6187,0.0000,0.1537,0.0423,0.0000,0.0000,0.0000,0.0371,0.0307,0.0000,0.0000,0.4018,0.0671,0.5007,0.0000,0.0301,0.1966,0.1889,0.0000,0.0000,0.0381,0.0446,0.7880,0.7692,0.1754,0.1803,0.0514,0.0000,0.0290,0.0096,0.1331,0.1378,0.9004,0.8833,0.5867,0.5679,0.6363,0.5908,0.3088,0.2576,0.9635
tongueOut,1783253736.694755,0.2640,0.2028,0.1249,0.0000,0.0000,0.0382,0.2497,0.2522,0.1007,0.1009,0.0658,0.0662,0.1859,0.0000,0.0000,0.0817,0.0000,0.0000,0.4553,0.3352,0.0000,0.0000,0.2404,0.0000,0.3215,0.1345,0.0245,0.1489,0.1229,0.0000,0.0000,0.0401,0.0000,0.5058,0.6475,0.1651,0.1422,0.0587,0.0973,0.0280,0.0115,0.1109,0.1207,0.8228,0.8241,0.4120,0.4075,0.3933,0.5553,0.2017,0.2538,0.0026
tongueOut,1783253736.861516,0.3970,0.3693,0.1158,0.0000,0.0000,0.1331,0.3675,0.3142,0.1205,0.1100,0.0000,0.0000,0.3577,0.0000,0.0000,0.2603,0.1533,0.1551,0.8922,0.2044,0.0000,0.0000,0.2191,0.0000,0.2874,0.4219,0.0245,0.1408,0.0665,0.0000,0.0000,0.1008,0.0000,0.3157,0.6635,0.2197,0.1428,0.0530,0.2589,0.0525,0.0366,0.0954,0.1032,0.7726,0.7590,0.3587,0.3277,0.3870,0.5115,0.3191,0.3066,0.0004
tongueOut,1783253737.061287,0.2007,0.2008,0.1583,0.0000,0.0000,0.0323,0.2013,0.1715,0.0188,0.0193,0.0000,0.0000,0.7972,0.0000,0.0000,0.7236,0.0431,0.0441,0.2346,0.2392,0.0000,0.0000,0.3558,0.0413,0.5114,0.0000,0.0452,0.1691,0.1617,0.0000,0.0000,0.0444,0.0623,0.6272,0.6302,0.1300,0.1285,0.0726,0.0000,0.0475,0.0264,0.1650,0.1755,0.7871,0.7596,0.5525,0.5359,0.5382,0.4870,0.2983,0.2498,0.0001
tongueOut,1783253737.244656,0.3246,0.3846,0.1420,0.0000,0.0000,0.1102,0.2568,0.1592,0.1167,0.1167,0.0944,0.0947,0.1287,0.0000,0.0000,0.0232,0.0000,0.0000,0.2263,0.6156,0.0000,0.0000,0.2246,0.3402,0.2350,0.0000,0.0368,0.1242,0.1530,0.0000,0.0000,0.0625,0.2009,0.6920,0.4508,0.2002,0.2544,0.0792,0.0000,0.0566,0.0234,0.1378,0.1287,0.8251,0.8210,0.5025,0.4316,0.5125,0.2635,0.2435,0.1594,0.0009
tongueOut,1783253737.444535,0.0633,0.0619,0.1696,0.0000,0.0000,0.0278,0.1946,0.1568,0.3294,0.3282,0.6128,0.6149,0.1473,0.0000,0.0000,0.0380,0.0000,0.0000,0.0631,0.0609,0.0000,0.0000,0.3830,0.0712,0.3469,0.0000,0.0338,0.1767,0.1613,0.0000,0.0000,0.0338,0.0507,0.7653,0.7282,0.1632,0.1716,0.0706,0.0000,0.0437,0.0182,0.2142,0.2186,0.8751,0.8612,0.5590,0.5087,0.6518,0.6047,0.3192,0.2945,0.0023
tongueOut,1783253737.6445088,0.0416,0.0283,0.1547,0.0000,0.0000,0.0317,0.2938,0.2280,0.2758,0.2769,0.5823,0.5932,0.6110,0.0000,0.0000,0.5191,0.0000,0.0000,0.5953,0.1242,0.0000,0.0000,0.2875,0.0000,0.3422,0.1595,0.0216,0.1540,0.0984,0.0000,0.0000,0.0359,0.0000,0.7424,0.8475,0.1528,0.1274,0.0403,0.1140,0.0280,0.0115,0.0937,0.1065,0.8855,0.9040,0.5964,0.4830,0.6048,0.7526,0.3529,0.3536,0.9927
tongueOut,1783253737.8110561,0.0000,0.0000,0.3469,0.2148,0.2117,0.0227,0.2753,0.2509,0.3333,0.3341,0.5978,0.5935,0.0000,0.2462,0.1350,0.0000,0.0000,0.0000,0.0617,0.0716,0.0000,0.0000,0.4047,0.0525,0.5389,0.0000,0.0206,0.2091,0.1930,0.0000,0.0000,0.0361,0.0228,0.8133,0.8011,0.1500,0.1397,0.0365,0.0000,0.0256,0.0086,0.1215,0.1301,0.9239,0.9151,0.5703,0.5725,0.6634,0.6065,0.3664,0.2939,0.0120
tongueOut,1783253738.027703,0.0464,0.1083,0.1589,0.0000,0.0000,0.0435,0.2820,0.3238,0.2573,0.1916,0.5730,0.5621,0.0000,0.6604,0.5736,0.0000,0.0000,0.0000,0.0592,0.8837,0.0000,0.0000,0.3161,0.2695,0.3229,0.0000,0.0265,0.1379,0.2179,0.0000,0.0000,0.0445,0.1661,0.8351,0.6901,0.2022,0.2086,0.0360,0.0000,0.0260,0.0095,0.1035,0.1067,0.9237,0.8983,0.5746,0.6995,0.6121,0.3749,0.2577,0.2587,0.1110
tongueOut,1783253738.194325,0.0000,0.0000,0.4466,0.3732,0.3641,0.0314,0.2191,0.2000,0.2273,0.2404,0.5773,0.5704,0.0000,0.3760,0.2682,0.0000,0.0000,0.0000,0.0687,0.0518,0.0000,0.0000,0.3512,0.0755,0.5185,0.0000,0.0281,0.1970,0.2168,0.0000,0.0000,0.0423,0.0404,0.8190,0.7795,0.1763,0.1796,0.0383,0.0000,0.0256,0.0090,0.1100,0.1124,0.9211,0.9012,0.6148,0.6722,0.6072,0.5253,0.2792,0.2011,0.9999
fear,1783253739.210599,0.0000,0.0000,0.4739,0.3542,0.3547,0.0114,0.0922,0.0699,0.1503,0.1503,0.4042,0.4068,0.2166,0.0000,0.0000,0.1018,0.0000,0.0000,0.0315,0.0315,0.0000,0.0000,0.1766,0.0003,0.4696,0.0000,0.0388,0.0922,0.0821,0.0000,0.0000,0.1864,0.0095,0.5102,0.5059,0.0558,0.0537,0.0573,0.0000,0.0409,0.0094,0.1199,0.1157,0.2946,0.2413,0.4647,0.4484,0.3879,0.3728,0.1684,0.1794,0.0000
fear,1783253739.44389,0.0000,0.0000,0.7168,0.6035,0.6031,0.0097,0.0520,0.0434,0.0042,0.0044,0.4593,0.4565,0.0000,0.2035,0.0890,0.0000,0.0000,0.0000,0.0195,0.0195,0.0356,0.0354,0.2074,0.0000,0.6710,0.0082,0.0681,0.1000,0.0879,0.0000,0.0000,0.2928,0.0112,0.5225,0.5401,0.0431,0.0426,0.0990,0.0000,0.0312,0.0077,0.0998,0.0942,0.1423,0.0973,0.5556,0.5371,0.3447,0.3365,0.1389,0.1344,0.0000
fear,1783253739.627118,0.0000,0.0000,0.5533,0.5360,0.2941,0.0225,0.0488,0.0957,0.0638,0.0705,0.4488,0.4388,0.0000,0.7483,0.6650,0.0000,0.0000,0.0000,0.0484,0.5530,0.0000,0.0000,0.2148,0.2506,0.7075,0.0000,0.1002,0.0755,0.1169,0.0000,0.0000,0.1315,0.0447,0.6752,0.6413,0.0521,0.0600,0.0670,0.0000,0.0353,0.0100,0.0600,0.0546,0.1248,0.2118,0.6549,0.7495,0.2349,0.1562,0.1404,0.1829,0.0000
fear,1783253739.8102942,0.0000,0.0000,0.4794,0.4947,0.1397,0.0369,0.0743,0.1733,0.0534,0.0536,0.4387,0.4285,0.0000,0.8227,0.7460,0.0000,0.0000,0.0000,0.0202,0.9351,0.0000,0.0000,0.2598,0.3409,0.6874,0.0000,0.1005,0.0665,0.1472,0.0000,0.0000,0.1135,0.0920,0.6900,0.6076,0.0644,0.0718,0.0484,0.0000,0.0439,0.0148,0.0481,0.0442,0.3588,0.4372,0.6862,0.7848,0.2518,0.1447,0.1412,0.2645,0.0000
fear,1783253739.9936051,0.0000,0.0000,0.6248,0.5210,0.5113,0.0267,0.0620,0.0502,0.1340,0.1585,0.5108,0.5047,0.0000,0.3632,0.2536,0.0000,0.0000,0.0000,0.0379,0.0177,0.0000,0.0000,0.2275,0.0282,0.6118,0.0000,0.0825,0.1059,0.1276,0.0000,0.0000,0.1593,0.0130,0.5526,0.5560,0.0732,0.0784,0.0921,0.0000,0.0433,0.0127,0.1192,0.1053,0.3096,0.2996,0.6256,0.6485,0.3786,0.3395,0.1739,0.1267,0.0000
fear,1783253740.176904,0.0000,0.0000,0.4053,0.3352,0.3355,0.0149,0.0569,0.0450,0.1431,0.1432,0.4899,0.4972,0.4429,0.0000,0.0000,0.3366,0.0000,0.0000,0.0197,0.0104,0.0000,0.0000,0.1793,0.0000,0.6617,0.0487,0.0617,0.0904,0.0812,0.0000,0.0000,0.1597,0.0029,0.5368,0.5596,0.0517,0.0509,0.0942,0.0000,0.0336,0.0091,0.1160,0.1107,0.2698,0.2180,0.4952,0.4993,0.3874,0.4035,0.1530,0.1761,0.0000
fear,1783253740.393485,0.0000,0.0000,0.1996,0.1263,0.1852,0.0192,0.1159,0.0602,0.0966,0.0905,0.4487,0.4596,0.8251,0.0000,0.0000,0.7455,0.0000,0.0000,0.5854,0.0761,0.0000,0.0000,0.1831,0.0000,0.7112,0.1680,0.0473,0.0867,0.0484,0.0000,0.0000,0.0786,0.0000,0.6736,0.7514,0.0430,0.0427,0.0384,0.0594,0.0252,0.0068,0.0498,0.0500,0.4118,0.4363,0.7544,0.5998,0.3090,0.4236,0.2576,0.2098,0.0000
fear,1783253740.593329,0.0000,0.0000,0.2476,0.1244,0.2074,0.0306,0.1436,0.0687,0.0548,0.0525,0.4429,0.4541,0.8762,0.0000,0.0000,0.7995,0.0000,0.0000,0.8195,0.0457,0.0000,0.0000,0.1885,0.0000,0.6839,0.2176,0.0534,0.0868,0.0416,0.0000,0.0000,0.0729,0.0000,0.6411,0.7327,0.0383,0.0380,0.0354,0.0832,0.0226,0.0071,0.0428,0.0425,0.4363,0.4731,0.7403,0.5352,0.2310,0.3463,0.2440,0.1800,0.0000
disgust,1783253746.828167,0.0000,0.0000,0.2623,0.0126,0.0124,0.0462,0.0856,0.0859,0.2358,0.2358,0.5177,0.5169,0.0218,0.0896,0.0000,0.0000,0.0000,0.0000,0.0158,0.0158,0.0000,0.0000,0.0436,0.0000,0.0350,0.0139,0.0371,0.0667,0.0588,0.0000,0.0000,0.0530,0.0140,0.0412,0.0409,0.2246,0.2221,0.1227,0.0000,0.1426,0.0161,0.5496,0.4267,0.2074,0.1684,0.2504,0.2356,0.1704,0.1618,0.2850,0.2722,0.0000
disgust,1783253747.144697,0.3919,0.4017,0.1144,0.0000,0.0000,0.0443,0.2742,0.2340,0.5719,0.5759,0.6024,0.5977,0.0000,0.2712,0.1667,0.0000,0.0000,0.0000,0.1393,0.1393,0.0000,0.0000,0.0474,0.0000,0.0288,0.0031,0.0317,0.1727,0.1353,0.0000,0.0000,0.0224,0.0459,0.0609,0.0597,0.3298,0.3515,0.0618,0.0000,0.1847,0.0158,0.5145,0.4524,0.6579,0.6331,0.1473,0.1324,0.1493,0.1171,0.3580,0.2381,0.0000
disgust,1783253747.327897,0.3795,0.4219,0.0846,0.0000,0.0000,0.1066,0.2467,0.1825,0.4153,0.3951,0.5147,0.5087,0.0000,0.3875,0.2894,0.0000,0.0000,0.0000,0.1928,0.5503,0.0000,0.0000,0.0509,0.1020,0.0276,0.0000,0.0279,0.2091,0.1669,0.0000,0.0000,0.0172,0.2214,0.0997,0.0723,0.3421,0.3948,0.0727,0.0000,0.1670,0.0244,0.3893,0.3267,0.6560,0.6428,0.2233,0.1553,0.0912,0.0609,0.2395,0.1907,0.0000
disgust,1783253747.52771,0.3392,0.3962,0.0679,0.0000,0.0000,0.1015,0.2412,0.1839,0.4333,0.4326,0.5561,0.5480,0.0000,0.4824,0.3873,0.0000,0.0000,0.0000,0.1832,0.3479,0.0000,0.0000,0.0579,0.0403,0.0262,0.0000,0.0274,0.2252,0.1639,0.0000,0.0000,0.0155,0.1266,0.1010,0.0733,0.3345,0.3770,0.0896,0.0000,0.1582,0.0255,0.4401,0.3974,0.7807,0.7618,0.1937,0.1484,0.0987,0.0593,0.2202,0.1798,0.0000
disgust,1783253747.727728,0.3496,0.3502,0.1235,0.0000,0.0000,0.0444,0.3602,0.3364,0.5284,0.5296,0.5814,0.5784,0.0000,0.1924,0.0859,0.0000,0.0000,0.0000,0.1416,0.1420,0.0000,0.0000,0.0445,0.0000,0.0221,0.0135,0.0235,0.1479,0.1238,0.0000,0.0000,0.0120,0.0343,0.0590,0.0576,0.2675,0.2739,0.0721,0.0000,0.1741,0.0178,0.5870,0.5170,0.7148,0.6909,0.1687,0.1511,0.1737,0.1614,0.3684,0.3053,0.0000
disgust,1783253747.944296,0.3668,0.3668,0.1813,0.0000,0.0000,0.0307,0.3114,0.3064,0.4091,0.4089,0.5888,0.5894,0.0794,0.0280,0.0000,0.0000,0.0000,0.0000,0.0853,0.0853,0.0000,0.0000,0.0437,0.0000,0.0206,0.0180,0.0229,0.1484,0.1308,0.0000,0.0000,0.0126,0.0229,0.0536,0.0526,0.2653,0.2699,0.0556,0.0000,0.2008,0.0125,0.6017,0.5309,0.6781,0.6531,0.1744,0.1622,0.1902,0.1904,0.3770,0.3802,0.0000
disgust,1783253748.144206,0.3148,0.3143,0.1675,0.0000,0.0000,0.0319,0.2288,0.2257,0.4446,0.4445,0.6239,0.6267,0.1796,0.0000,0.0000,0.0736,0.0000,0.0000,0.0675,0.0675,0.0000,0.0000,0.0417,0.0000,0.0190,0.0140,0.0215,0.1256,0.1181,0.0000,0.0000,0.0128,0.0144,0.0524,0.0507,0.3244,0.3279,0.0666,0.0000,0.1912,0.0114,0.6067,0.5402,0.6039,0.5774,0.1814,0.1711,0.1683,0.1794,0.3191,0.3490,0.0000
eyeRoll,1783253749.443593,0.0645,0.0645,0.1442,0.0000,0.0000,0.0281,0.0873,0.0909,0.0000,0.0000,0.0000,0.0000,0.0000,0.3513,0.2616,0.0000,0.5571,0.5517,0.3570,0.3571,0.0278,0.0278,0.0592,0.0000,0.0723,0.0096,0.0693,0.0481,0.0465,0.0172,0.0291,0.0520,0.0139,0.0444,0.0418,0.1067,0.1074,0.0698,0.0000,0.1311,0.0172,0.2710,0.2017,0.0000,0.0000,0.2609,0.2620,0.0476,0.0445,0.1079,0.1074,0.0000
eyeRoll,1783253749.6268191,0.0306,0.0302,0.2050,0.0000,0.0000,0.0287,0.0891,0.0860,0.0000,0.0000,0.0000,0.0000,0.0000,0.1530,0.0634,0.0000,0.7017,0.6994,0.4887,0.4887,0.0424,0.0426,0.0653,0.0000,0.1079,0.0083,0.0988,0.0504,0.0503,0.0102,0.0475,0.0558,0.0131,0.0539,0.0476,0.1100,0.1130,0.1065,0.0000,0.1380,0.0263,0.2306,0.1604,0.0000,0.0000,0.2644,0.2735,0.0344,0.0335,0.0838,0.0927,0.0000
eyeRoll,1783253749.793442,0.1202,0.1228,0.1922,0.0000,0.0000,0.0356,0.0873,0.0928,0.0583,0.0631,0.0000,0.0000,0.0494,0.0476,0.0000,0.0000,0.4621,0.4622,0.3402,0.3402,0.0000,0.0000,0.0612,0.0000,0.0766,0.0019,0.0731,0.0571,0.0597,0.0000,0.0000,0.0385,0.0057,0.0738,0.0692,0.1344,0.1506,0.0980,0.0000,0.1223,0.0328,0.1832,0.1373,0.0474,0.0865,0.2561,0.2554,0.0386,0.0395,0.1087,0.1067,0.0000
eyeRoll,1783253750.010038,0.2376,0.3285,0.1673,0.0000,0.0000,0.1766,0.1134,0.0709,0.0906,0.0905,0.0000,0.0000,0.0070,0.0922,0.0000,0.0000,0.3609,0.3605,0.3023,0.6016,0.0000,0.0000,0.0534,0.2134,0.0589,0.0000,0.0546,0.0701,0.0624,0.0000,0.0000,0.0331,0.1176,0.0780,0.0666,0.1899,0.2395,0.1148,0.0000,0.1332,0.0572,0.1616,0.1121,0.1359,0.2808,0.3048,0.2009,0.0368,0.0302,0.1380,0.0889,0.0000
eyeRoll,1783253750.193283,0.3013,0.3683,0.1412,0.0000,0.0000,0.2400,0.1624,0.1136,0.0418,0.0416,0.0000,0.0000,0.0000,0.3405,0.2453,0.0000,0.2776,0.2748,0.3410,0.6330,0.0000,0.0000,0.0827,0.2263,0.0494,0.0000,0.0473,0.0704,0.0796,0.0000,0.0000,0.0449,0.1331,0.0974,0.0557,0.2684,0.3372,0.1304,0.0000,0.1798,0.0746,0.2501,0.1768,0.2465,0.3631,0.2991,0.1761,0.0471,0.0280,0.1553,0.1138,0.0000
eyeRoll,1783253750.3598452,0.1844,0.1840,0.1544,0.0000,0.0000,0.0442,0.1239,0.1439,0.0384,0.0357,0.0000,0.0000,0.0000,0.3803,0.2891,0.0000,0.5109,0.5053,0.4038,0.4024,0.0000,0.0000,0.0668,0.0133,0.0620,0.0000,0.0633,0.0840,0.0850,0.0000,0.0000,0.0305,0.0014,0.0901,0.0820,0.1523,0.1646,0.0903,0.0000,0.1344,0.0431,0.2185,0.1670,0.2036,0.2211,0.2869,0.2875,0.0561,0.0697,0.1233,0.1305,0.0000
eyeRoll,1783253750.526431,0.3085,0.2522,0.1776,0.0000,0.0000,0.0492,0.1720,0.1680,0.0366,0.0365,0.0000,0.0000,0.1605,0.0000,0.0000,0.0600,0.3891,0.3908,0.6362,0.5280,0.0000,0.0000,0.0592,0.0000,0.0561,0.1138,0.0528,0.0640,0.0743,0.0000,0.0000,0.0414,0.0000,0.1053,0.1446,0.1757,0.1522,0.0893,0.0957,0.1186,0.0451,0.1701,0.1400,0.4349,0.3951,0.1684,0.2332,0.0623,0.0946,0.0891,0.1212,0.0000
